,reviews
2012,"

  FAKE MASK. Please dont buy. It has holes in the front I mean what is its purpose then if it can not prevent blockage of polluted air. And worst is you can not return it.

"
2013,"

  Fake product.  As mentioned in other reviews. This product is complete waste.  Tiny holes in the front of mask , seriously ?

"
2014,"

  Its a fake product. Please donot buy the seller is cheating on us and i will surely complain against these.

"
2015,"

  Doesn’t seal properly

"
2016,"

  Doesn't look anything like the picture. Mask has holes.

"
2017,"

  The product delivered is faulty. The mask delivered doesn't have any similarity with amazon product photographs. There is no direction how to use. It's very evident they are just doing business in the wake of this pandemic and not paying attention to the product itself! And it is not cheap either!

"
2018,"

  Cheap knockoff product and predatory pricing considering the current corona scare. Would rather use a surgical mask than this. Returned immediately.

"
2019,"

  Design not as per standards. It is illogical and not as per picture shown. Strap not in right position and build quality weak.  Strap has come off. Defective design. Duped. Manufacturer should be penalised.

"
2020,"

  It's not what is shown in product image. It's not N95, it's just another cheap good for nothing mask. Please don't waste your money. I was not expecting this from seller cloudtail, they are duping customers!

"
2021,"

  It is not n95 mask and seems a duplicate product. Looking at the product quality it is clearly said that it is overpriced and duplicate one which has been made by a local manufacturers using the cheap material. Never recommended.

"
2022,"

  FAKE MASK. Please dont buy. It has holes in the front I mean what is its purpose then if it can not prevent blockage of polluted air. And worst is you can not return it.

"
2023,"

  Fake product.  As mentioned in other reviews. This product is complete waste.  Tiny holes in the front of mask , seriously ?

"
2024,"

  Its a fake product. Please donot buy the seller is cheating on us and i will surely complain against these.

"
2025,"

  Doesn’t seal properly

"
2026,"

  Doesn't look anything like the picture. Mask has holes.

"
2027,"

  It's not what's the image shows . Amazon is not checking the product for review

"
2028,"

  fake chor sale

"
2029,"

  Different product received from the picture

"
2030,"

  Wasted money. Not upto the mark.

"
2031,"

  The mask had dust, and were seemed to be used by someone...Low quality, and was sold just to make a business out of it without providing value for money.Playing with someone’s life just to let your business up is not ethically good sir...

"
2032,"

  Fake..they changed the picture now ..when I bought the picture was different.

"
2033,"

  Very expensive and quality is not good , not written anywre it's reusable or not.

"
2034,"

  Fake , pathetic quality , seller should be ashamed of selling such things I. Such difficult time

"
2035,"

  A fake product. With no return policy..zero quality control from Amazon

"
2036,"

  Its too expensive and not worth it. We bought it at 600 Rs for each set.

"
2037,"

  We received only one, but we ordered two

"
2038,"

  The product is not good. Not same as the picture given. It is not worthy.

"
2039,"

  Fake N95 mask

"
2040,"

  Fake product.

"
2041,"

  Please use cloth made face mask rather than going for it. Material is cheap, no proper hold around the face, elastic breaks easily. Fake product. I am using my own mask i threw it.

"
2042,"

  Fake product. The product is nowhere close to what they've advertised.

"
2043,"

  Loop elastic is worst, don't buy

"
2044,"

  This is one of the only 2 companies with NIOSH approval in India to make N95 masks. The shapes is a bit weird but you can take solace that its a good product.

"
2045,"

  Fake product. Clearly cashing on the coronavirus panic.

"
2046,"

  It looks good, feels smooth but the stitching of elastic and the quality of elastic is substandard. It snapped on its own.

"
2047,"

  Fake product alert

"
2048,"

  I have been using this for the last 1 year. Tried other n95 masks too. But not this comfortable. Trust me,  it may not be good looking but damn good.

"
2049,"

  Inconvenient and poorly designed fake product - Suggest to avoid completelyFor me it was waste of money

"
2050,"

  It's totally different what is showing and what we received We should be given refund and replace

"
2051,"

  The fitting if this mask is very poor allows air entry inside, and the side straps are pathetic.. break off, very low quality..Altogether very poor Quality

"
2052,"

  It is complete waste of money.Please dont buy it, it should have been actually priced at 100 for two considering the product they have selling you. If you want to save your hard earned money kindly dont buy this product.

"
2053,"

  Not sure about protection level, but N95 mask is completely different from this product.If you are looking for regular use better buy some premium mask

"
2054,"

  It's a poor quality mask for which they have charged so highly. Sham!

"
2055,"

  Out of two, one did not have the nose clip.Feeling cheated, due to no return policy

"
2056,"

  It is totally unsatisfactory item because it doesn't fits at face hence it is totally useless

"
2057,"

  VERY POOR QUALITY AND DAMAGED PRODUCT SUPPLIED...WHILE CHECKING FOR RETURN ...THESE PRODUCTS ARE NOT ELIGIBLE.for RETURN POLICY..OK..WE FEEL CORONA CHARITY FOR THAT MANUFACTURERS..AMAZON CREDIBILITY MATTERS....?????????

"
2058,"

  Had bought two . One was with two strings .second was with one string .Wore it once and the band came offMoney wasted as you can't return the pack .

"
2059,"

  The elastic straps are placed very inconvenient.

"
2060,"

  Super quality , very good material compared to other masks, but expensive

"
2061,"

  Not good product. Strap broke even before first use. Not  at all suitable for use. Avoid this.

"
2062,"

  Very poor qualityWe can not say N95 qualityI am using N95 currently too. In comparison very very poor quality. It looks like China quality. Cost is also too high compare to quality

"
2063,"

  What did the manufacturer think when he developed this crap. Insane design. Very difficult to put it on face.

"
2064,"

  It only we can give no stars... Please avoid.

"
2065,"

  Poor quality.Cannot be used for one time also.It's lops got unstitched in single use.

"
2066,"

  Fake mask.. dosent use for any purpose.. even laces are faulty and wrongly attach with mask.. cloidatil is looting people

"
2067,"

  Worst productAmazon should be considerable while doing so in this timeIt seems to be a Chinese product

"
2068,"

  Although the product is o.k. but highly overcharged. 3 times more. Supplier should be hauled up . Stop selling it'sProducts.

"
2069,"

  The item is not as per description and picture ... a disappointment

"
2070,"

  Bad quality and fake product

"
2071,"

  Not upto the mark. The straps are very thin and it is damaged after 2 use

"
2072,"

  Doesn't fit well. Picture is deceptive. Clear Side view required to accurately ascertain the look.

"
